名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
蕾蕾发屋(凤凰北街),生活服务,美容美发店,美容美发店,五区十字邮政大厦北侧,陕西省,西安市,阎良区,109.2165415,34.66215214
梅子美容美发(西安市规划局阎良分局西北),生活服务,美容美发店,美容美发店,前进西路38号,陕西省,西安市,阎良区,109.2197737,34.6683516
阳光洗衣(凤凰西路),生活服务,洗衣店,洗衣店,凤凰路街道人民小区后门,陕西省,西安市,阎良区,109.2121524,34.66234326
邢师傅修理部,生活服务,维修站点,维修站点,凤凰西路74号附近,陕西省,西安市,阎良区,109.2117931,34.66246374
金艺美发,生活服务,美容美发店,美容美发店,凤凰西路179号附近,陕西省,西安市,阎良区,109.2121754,34.66268698
大明星时尚造型,生活服务,美容美发店,美容美发店,前进西路西安泰和宾馆附近(凤华小区西),陕西省,西安市,阎良区,109.2116219,34.66268035
大地精剪,生活服务,美容美发店,美容美发店,凤凰西路77号,陕西省,西安市,阎良区,109.211696,34.66235972
每丝美刻美容美发,生活服务,美容美发店,美容美发店,凤凰北路街道办事处1楼(申通快递隔壁),陕西省,西安市,阎良区,109.2161442,34.66190796
经典发艺(凤凰北街),生活服务,美容美发店,美容美发店,凤凰北街,陕西省,西安市,阎良区,109.2165485,34.66209819
尤萨健康干洗专业皮衣护理(阎良店),生活服务,洗衣店,洗衣店,康复巷与延安街交叉口西南100米,陕西省,西安市,阎良区,109.2210799,34.66204046
青春发艺(胜利街),生活服务,美容美发店,美容美发店,胜利街159-7号,陕西省,西安市,阎良区,109.2242857,34.66644304
飘逸专业理发(前进东路),生活服务,美容美发店,美容美发店,前进东路与富阎路交叉口北50米,陕西省,西安市,阎良区,109.2291726,34.66801183
中天通讯,购物服务,家电电子卖场,手机销售|生活服务,前进西路与胜利街交叉口南50米,陕西省,西安市,阎良区,109.2240796,34.66691346
阎良摄影,生活服务,摄影冲印店,摄影冲印,前进西路与胜利街交叉口东50米,陕西省,西安市,阎良区,109.2243807,34.66708353
科思科技电脑维修部,生活服务,维修站点,维修站点,前进东路新世纪女装店旁,陕西省,西安市,阎良区,109.2259631,34.66707467
春光摄影(教育巷),生活服务,摄影冲印店,摄影冲印,康复巷12号科苑小区北区向东20米,陕西省,西安市,阎良区,109.2272678,34.66264654
博大通讯,购物服务,家电电子卖场,手机销售|生活服务,前进东路保洁干洗水洗旁,陕西省,西安市,阎良区,109.2266503,34.667217
尤梁手机维修,生活服务,维修站点,维修站点,前进西路与胜利街交叉口东100米,陕西省,西安市,阎良区,109.2249748,34.66741766
腾达手机城,生活服务,维修站点,维修站点,前进西路16-8号附近,陕西省,西安市,阎良区,109.2261241,34.66724162
保洁干洗水洗,生活服务,洗衣店,洗衣店,前进东路盛世华都阎良新世纪购物广场,陕西省,西安市,阎良区,109.2269213,34.66713026
珈黛祛痘康敏美容,生活服务,美容美发店,美容美发店,利鑫商贸步行街5号(7天酒店旁),陕西省,西安市,阎良区,109.225206,34.66596514
苗方清颜专业祛痘,生活服务,美容美发店,美容美发店,前进西路16号附近,陕西省,西安市,阎良区,109.2266323,34.66681136
梦工厂摄影工作室,生活服务,摄影冲印店,摄影冲印,蓝波湾步行街中段3-18号,陕西省,西安市,阎良区,109.230485,34.66473352
美神形象会所(胜利街),生活服务,美容美发店,美容美发店,胜利路利鑫商贸步行街南排2号,陕西省,西安市,阎良区,109.2243698,34.66596254
聚星雅乐烫染专门店,生活服务,美容美发店,美容美发店,胜利街161号附近,陕西省,西安市,阎良区,109.2245978,34.6666321
新民电机修理,生活服务,维修站点,维修站点,前进东路47号附近,陕西省,西安市,阎良区,109.2270603,34.66770882
韩师傅电器维修,生活服务,维修站点,维修站点,公园路北段81号,陕西省,西安市,阎良区,109.2291107,34.66681688
