名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
金海小区,商务住宅,住宅区,住宅小区,公园北路268号,陕西省,西安市,新城区,109.0013287,34.28296455
阳光田园,商务住宅,商务住宅相关,商务住宅相关,东站路与兴工东路交叉口西北100米,陕西省,西安市,新城区,108.9969962,34.28603145
西安化工机械厂家属院,商务住宅,住宅区,住宅小区,胡家庙街道兴工西路8号,陕西省,西安市,新城区,108.9950388,34.28500386
华远药材家属院,商务住宅,住宅区,住宅小区,东站路与兴工东路交叉口南150米,陕西省,西安市,新城区,108.9974364,34.28444578
西玛大厦,商务住宅,楼宇,商务写字楼,金花北路61号,陕西省,西安市,新城区,108.9919803,34.28202445
粮库家属院,商务住宅,住宅区,住宅小区,兴工西路11号,陕西省,西安市,新城区,108.9935949,34.28589289
中储925库家属院,商务住宅,住宅区,住宅区,兴工东路281号,陕西省,西安市,新城区,109.0001307,34.28559508
尹家街社区,商务住宅,住宅区,住宅小区,华清东路188号,陕西省,西安市,新城区,108.9994374,34.28913668
新兴·商务大厦,商务住宅,楼宇,商务写字楼,金花北路369号,陕西省,西安市,新城区,108.9918845,34.28365905
东郡名座,商务住宅,住宅区,住宅区,公园北路与兴工东路交叉口西南100米,陕西省,西安市,新城区,109.0007521,34.28468158
九二五库小区,商务住宅,住宅区,住宅小区,兴工东路83-1号,陕西省,西安市,新城区,109.0006175,34.28615736
胡一社区,商务住宅,住宅区,住宅小区,公园北路59号,陕西省,西安市,新城区,109.0009184,34.28431922
八十三号院,商务住宅,住宅区,住宅区,公园北路326号附近,陕西省,西安市,新城区,109.0007568,34.28771527
胡家庙永志小区,商务住宅,住宅区,住宅小区,公园北路与兴工东路交叉口南50米,陕西省,西安市,新城区,109.0010667,34.2851904
中储家属院,商务住宅,住宅区,住宅区,城东兴工东路83号,陕西省,西安市,新城区,109.0002721,34.28560165
紫兰园,商务住宅,住宅区,住宅区,胡家庙十字东北角新兴骏景园二期17号楼,陕西省,西安市,新城区,108.995497,34.28258548
新兴·骏景园,商务住宅,住宅区,住宅小区,金花北路369号,陕西省,西安市,新城区,108.9961063,34.28275755
新兴·骏景园1期,商务住宅,住宅区,住宅小区,胡家庙街道金花北路369号,陕西省,西安市,新城区,108.9933342,34.28437733
西铁工程家园,商务住宅,住宅区,住宅小区,石家街甲字9号,陕西省,西安市,新城区,108.9927263,34.29094438
蝴蝶园,商务住宅,住宅区,住宅区,长缨东路东站路新兴骏景园2期23号,陕西省,西安市,新城区,108.9957828,34.28207082
三府湾社区,商务住宅,住宅区,住宅小区,公园北路与兴工东路交叉口北150米,陕西省,西安市,新城区,109.0013663,34.28655591
天时新苑,商务住宅,住宅区,住宅小区,东站路65号,陕西省,西安市,新城区,108.9979882,34.28282977
胡家庙保洁员公寓,商务住宅,住宅区,宿舍,东站路54号附近,陕西省,西安市,新城区,108.9977328,34.28842418
东站家属院,商务住宅,住宅区,住宅小区,公园北路334号附近,陕西省,西安市,新城区,109.0005724,34.28996387
唐韵三坊和润坊,商务住宅,住宅区,住宅小区,东站路193附近,陕西省,西安市,新城区,108.999404,34.28390001
北张村小区,商务住宅,住宅区,住宅小区,东站路69号,陕西省,西安市,新城区,108.9999079,34.28316378
北张温泉小区,商务住宅,住宅区,住宅小区,城东东站路69号,陕西省,西安市,新城区,108.9998243,34.28243435
骏景社区,商务住宅,住宅区,住宅小区,东站路38号附近,陕西省,西安市,新城区,108.9976019,34.28198731
天伦佐治公馆,商务住宅,住宅区,住宅小区,兴工西路与新兴骏景园商业步行街交叉口西北100米,陕西省,西安市,新城区,108.9920158,34.28599666
和郡五星交房中心,商务住宅,商务住宅相关,商务住宅相关,东站路东150米,陕西省,西安市,新城区,108.9992608,34.28195526
粮油局家属院,商务住宅,住宅区,住宅区,城东东二环金花北路新兴骏景园旁边,陕西省,西安市,新城区,108.9917691,34.28285874
华清社区兴工东路八十三号家属院,商务住宅,住宅区,住宅小区,兴工东路83-1号附近,陕西省,西安市,新城区,109.0006842,34.28656198
西玛大厦小区,商务住宅,住宅区,住宅小区,东二环路入口与兴门巷交叉口东150米,陕西省,西安市,新城区,108.99205,34.28200225
