名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
乐买得购物广场,购物服务,超级市场,超市,友谊西路边东街16号,陕西省,西安市,碑林区,108.9244628,34.24507568
布谷生活超市,购物服务,超级市场,超市,大学东路与红缨路交叉口南150米,陕西省,西安市,碑林区,108.931205,34.25037639
王府井百货(西安店),购物服务,商场,购物中心,南关正街88号长安国际中心,陕西省,西安市,碑林区,108.9412549,34.24884165
天街one,购物服务,商场,普通商场,朱雀大街北段49号附近,陕西省,西安市,碑林区,108.9346994,34.24612246
Ole'(王府井百货西安店),购物服务,超级市场,华润,长安路南关正街88号王府井百货(西安店)B1层,陕西省,西安市,碑林区,108.9411712,34.24820206
365优品烟酒专柜(振兴路37号院东南),购物服务,专卖店,烟酒专卖店|购物服务,围墙巷365号,陕西省,西安市,碑林区,108.9390743,34.24758524
屈臣氏(中贸广场),购物服务,超级市场,屈臣氏,南关正街16号中贸广场F1层,陕西省,西安市,碑林区,108.9414109,34.24380327
365综合超市,购物服务,超级市场,超市,南院门街道围墙巷41号,陕西省,西安市,碑林区,108.9391312,34.24757913
华润万家(王府井百货西安店),购物服务,超级市场,华润,长安路南关正街88号王府井百货(西安店)B1层,陕西省,西安市,碑林区,108.9411702,34.24820106
中贸广场购物楼,购物服务,商场,普通商场,南稍门中贸广场15号楼1-5层,陕西省,西安市,碑林区,108.9412772,34.24426736
GINWA,购物服务,商场,商场,振兴路150号附近,陕西省,西安市,碑林区,108.9381187,34.2519313
永辉超市(中贸广场),购物服务,超级市场,超市,南关正街16号中贸广场B1层,陕西省,西安市,碑林区,108.9414218,34.24422509
世纪金花时代广场,购物服务,商场,购物中心,环城南路西段,陕西省,西安市,碑林区,108.9441959,34.25051319
盛达时代购物广场,购物服务,商场,普通商场,友谊路和平花园一层,陕西省,西安市,碑林区,108.9483733,34.24257241
民生家乐(文艺路店),购物服务,超级市场,超市,文艺北路133号,陕西省,西安市,碑林区,108.9495728,34.24939416
屈臣氏(家春秋店),购物服务,超级市场,屈臣氏,文艺北路5号,陕西省,西安市,碑林区,108.9504822,34.2431705
施坦威钢琴专卖,购物服务,商场,商场,文艺北路金色城市北京银行东侧,陕西省,西安市,碑林区,108.9481437,34.24647843
宜品生活(南门店),购物服务,超级市场,超市,环城南路东段336号世纪金花A座B1层,陕西省,西安市,碑林区,108.9447841,34.2499552
明和鑫旺超市,购物服务,超级市场,超市,仁义路与文艺北路交叉口南100米,陕西省,西安市,碑林区,108.9497203,34.24900299
华美生活馆,购物服务,商场,普通商场,文艺北路8号附近,陕西省,西安市,碑林区,108.9496091,34.24376323
日康达超市,购物服务,超级市场,超市,友谊东路545号,陕西省,西安市,碑林区,108.9446551,34.24300212
万达百货(雁塔路店),购物服务,商场,普通商场,雁塔北路8号万达广场1-4层,陕西省,西安市,碑林区,108.9573232,34.24507959
沃尔玛(万达广场),购物服务,超级市场,沃尔玛,雁塔北路8号万达广场万达百货,陕西省,西安市,碑林区,108.9575654,34.24491805
万达广场(李家村店),购物服务,商场,购物中心,雁塔路北段8号,陕西省,西安市,碑林区,108.9571209,34.2450641
华润万家(西安雁塔路店),购物服务,超级市场,华润,雁塔北路69号时亿国际广场1-3层,陕西省,西安市,碑林区,108.9597281,34.24881813
李家村购物中心,购物服务,商场,购物中心,雁塔路北段8号万达广场,陕西省,西安市,碑林区,108.957668,34.24406013
屈臣氏(万达广场),购物服务,超级市场,屈臣氏,雁塔北路8号万达广场1层1-48,陕西省,西安市,碑林区,108.9577108,34.24485672
测绘仪器超市,购物服务,超级市场,超市,友谊东路与永胜路交叉口东100米,陕西省,西安市,碑林区,108.9531232,34.24302348
利安社区电超市(长胜街),购物服务,超级市场,超市,长胜街金秋老年公寓旁边,陕西省,西安市,碑林区,108.955633,34.24901722
华清广场,购物服务,商场,购物中心,雁塔路99号李家村十字东南角,陕西省,西安市,碑林区,108.959358,34.24220459
家世界广场,购物服务,超级市场,超市,雁塔路69号,陕西省,西安市,碑林区,108.9601864,34.24915384
时亿广场,购物服务,超级市场,超市,安西街与标新街交叉口西100米,陕西省,西安市,碑林区,108.9600459,34.2494051
米禾生鲜(安东街店),购物服务,超级市场,超市,标新街陕日报社南门,陕西省,西安市,碑林区,108.9653816,34.24952608
大海便民蔬菜超市,购物服务,超级市场,超市,太乙路与建东街交叉口东100米,陕西省,西安市,碑林区,108.9685533,34.24770813
VICTORY男装,购物服务,商场,商场,建东街66号立丰公寓一层商铺,陕西省,西安市,碑林区,108.9634203,34.247704
车险超市,购物服务,超级市场,超市,太安街与安东街交叉口西150米,陕西省,西安市,碑林区,108.9631326,34.24526669
进口品亨利来工厂店(交大店),购物服务,超级市场,超市,梧桐西道,陕西省,西安市,碑林区,108.9770488,34.24732614
唯浩鲜果(交大店),购物服务,超级市场,超市,经九路乐居场小区A4号楼101室,陕西省,西安市,碑林区,108.9737923,34.24662381
润家生活超市,购物服务,超级市场,超市,乐居场A3-106-3,陕西省,西安市,碑林区,108.9718879,34.24773481
华润万家(西安兴庆路店),购物服务,超级市场,华润,兴庆南路159号交大电脑城对面,陕西省,西安市,碑林区,108.9837951,34.24973424
