名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
大理石桌球俱乐部,体育休闲服务,运动场馆,台球厅,万寿北路13号附近,陕西省,西安市,周至县,108.2219037,34.16295613
小强之家,体育休闲服务,娱乐场所,棋牌室,万寿北路附近,陕西省,西安市,周至县,108.2228135,34.16632785
沙河社区文化中心,体育休闲服务,娱乐场所,娱乐场所,108国道北50米,陕西省,西安市,周至县,108.2324205,34.16226124
顺畅网吧(渭三路),体育休闲服务,娱乐场所,网吧,渭三路与108国道交叉口北100米,陕西省,西安市,周至县,108.242199,34.16219606
沣东新城阳光养老院,体育休闲服务,体育休闲服务场所,体育休闲服务场所,,陕西省,西安市,周至县,108.3951616,34.1706679
益美生态农庄,体育休闲服务,休闲场所,休闲场所,甘河镇108国道与神白路十字西南角,陕西省,西安市,鄠邑区,108.4851185,34.16441254
红树林网吧,体育休闲服务,娱乐场所,网吧,244乡道东50米,陕西省,西安市,长安区,108.7238758,34.16275411
又见炊烟度假村,体育休闲服务,度假疗养场所,度假村,细柳街道,陕西省,西安市,长安区,108.7692895,34.16828275
红紫薇生态园,体育休闲服务,体育休闲服务场所,体育休闲服务场所,G5京昆高速北100米,陕西省,西安市,长安区,108.7751941,34.17093957
乡聚情,体育休闲服务,体育休闲服务场所,体育休闲服务场所,309县道北50米,陕西省,西安市,长安区,108.7945406,34.16385738
战狼1914真人CS俱乐部,体育休闲服务,娱乐场所,KTV,西太路126号(近5楼村),陕西省,西安市,长安区,108.8401247,34.17041731
天琴湾游泳馆,体育休闲服务,运动场馆,游泳馆,创汇路,陕西省,西安市,长安区,108.8458018,34.16396112
大景观游泳馆,体育休闲服务,运动场馆,游泳馆,创汇路与造字台路向西100米,陕西省,西安市,长安区,108.8460041,34.16376752
麦克风量贩KTV(郭杜店),体育休闲服务,娱乐场所,KTV,郭杜北街9号(民杨国际建材城4楼),陕西省,西安市,长安区,108.8589748,34.16327174
郭杜赛鸽俱乐部,体育休闲服务,休闲场所,休闲场所,创汇路9号附近,陕西省,西安市,长安区,108.8571236,34.16520952
TEAM网络,体育休闲服务,娱乐场所,网吧,郭杜北街汇尊酒店2楼,陕西省,西安市,长安区,108.8611812,34.16224806
邓店新村武术馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,郭杜北街22号附近,陕西省,西安市,长安区,108.8616846,34.16362831
翠宝花园度假村,体育休闲服务,度假疗养场所,度假村,郭杜北街124号附近,陕西省,西安市,长安区,108.8665708,34.16712234
泸登堡游泳馆,体育休闲服务,运动场馆,游泳馆,郭杜北街38号(西安市车管所向南阿姆瑞特家具城对面),陕西省,西安市,长安区,108.8654669,34.16693608
泸登堡会所,体育休闲服务,娱乐场所,酒吧,郭杜北街38号附近,陕西省,西安市,长安区,108.8655099,34.16685716
奥斯卡阳光国际影城(西安阳光城店),体育休闲服务,影剧院,电影院,博士路60号阳光天地物中心4层,陕西省,西安市,长安区,108.8642054,34.17205994
陕西天泽篮球俱乐部,体育休闲服务,运动场馆,篮球场馆,广场环道与西沣辅道交叉口北200米,陕西省,西安市,长安区,108.8665475,34.17022235
睿越游泳健身俱乐部,体育休闲服务,运动场馆,游泳馆,郭杜北街与西沣路交口金宇蓝苑西门,陕西省,西安市,长安区,108.8705105,34.17004981
浪Bar,体育休闲服务,体育休闲服务场所,体育休闲服务场所,郭杜北街138号附近,陕西省,西安市,长安区,108.8642099,34.16535002
纽约国际儿童俱乐部,体育休闲服务,休闲场所,游乐场,博士路60号阳光天地购物中心2号门,陕西省,西安市,长安区,108.8635278,34.17173019
陕武搏击,体育休闲服务,体育休闲服务场所,体育休闲服务场所,西部大道阳光天地漫夜步行街4楼,陕西省,西安市,长安区,108.8643796,34.17058762
音速风暴,体育休闲服务,体育休闲服务场所,体育休闲服务场所,高新信息大道1号阳光天地2层,陕西省,西安市,长安区,108.8635278,34.17173019
西安山野仙居农家乐,体育休闲服务,休闲场所,休闲场所,祥峪森林公园213广场祥峪沟村祥和小区31号,陕西省,西安市,长安区,108.8625135,34.16252873
半糖网咖(阳光天地店),体育休闲服务,娱乐场所,网吧,高新信息大道1号阳光天地3层,陕西省,西安市,长安区,108.8635278,34.17173019
嫑宅真人密室逃脱俱乐部(阳光城店),体育休闲服务,娱乐场所,娱乐场所,高新区航天大道与博士路交汇处阳光天地商场3楼嫑宅密室,陕西省,西安市,长安区,108.8642755,34.17103235
邓店新村武术馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,郭杜北街22号附近,陕西省,西安市,长安区,108.8616846,34.16362831
大米王国(阳光天地店),体育休闲服务,休闲场所,游乐场,西部大道与博士路交汇处,陕西省,西安市,长安区,108.8634927,34.17181312
啦啦啦小艺佳yamaha音乐中心,体育休闲服务,体育休闲服务场所,体育休闲服务场所,郭杜街道西安市高新区西部大道阳光天地外街3楼,陕西省,西安市,长安区,108.8635278,34.17173019
风帝动漫游戏厅,体育休闲服务,娱乐场所,游戏厅,阳光天地第3号,陕西省,西安市,长安区,108.8639121,34.17148376
宴席棋牌,体育休闲服务,娱乐场所,棋牌室,樱花一路与高阳二路交叉口东150米,陕西省,西安市,长安区,108.8710694,34.16360838
阳光跆拳道(长安区店),体育休闲服务,运动场馆,跆拳道场馆,西部大道与博士路交汇处阳光天地5号楼3层,陕西省,西安市,长安区,108.8635278,34.17173019
Utopia桌游轰趴馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,文苑北路盛世长安东门31号楼1单元11层1101室,陕西省,西安市,长安区,108.8752003,34.16861979
榕树网吧(樱花一路),体育休闲服务,娱乐场所,网吧,郭杜镇大林购物中心3层,陕西省,西安市,长安区,108.8749716,34.16408998
金沙城商务会所,体育休闲服务,娱乐场所,娱乐场所,雅居乐花园对面,陕西省,西安市,长安区,108.8754677,34.16534103
伊亲婴儿游泳馆(长安店),体育休闲服务,运动场馆,运动场所,樱花广场雅居乐花园小区8号楼401室,陕西省,西安市,长安区,108.8756718,34.16512728
Utopia桌游聚会吧,体育休闲服务,娱乐场所,娱乐场所,文苑北路盛世长安东门31号楼1单元11层1101室,陕西省,西安市,长安区,108.8751682,34.16923757
明韵瑜伽养生舍,体育休闲服务,运动场馆,健身中心,文苑北路99号雅居乐花园小区会所2层,陕西省,西安市,长安区,108.8772695,34.16460277
如约瑜伽(长安店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,文苑北路挚信樱花园小区3号楼3单元1404室(樱花广场),陕西省,西安市,长安区,108.8763533,34.16273959
云顶茶艺棋牌,体育休闲服务,娱乐场所,棋牌室,西部大学城商圈文苑北路,陕西省,西安市,长安区,108.8754417,34.16507809
千水莲瑜伽,体育休闲服务,运动场馆,健身中心,文苑北路与樱花一路交叉口西北100米,陕西省,西安市,长安区,108.8749716,34.16408998
樱花茶牌坊,体育休闲服务,娱乐场所,棋牌室,文苑北路与樱花二路交叉口西南200米附近,陕西省,西安市,长安区,108.8748344,34.16562838
小乔麻将馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,西沣一级公路东150米附近,陕西省,西安市,长安区,108.8733302,34.17091036
榕树网络桌球会所(樱花店),体育休闲服务,运动场馆,台球厅,文苑北路樱花广场大林超市3楼,陕西省,西安市,长安区,108.8749346,34.16386601
终南武馆(长安·分馆),体育休闲服务,运动场馆,运动场所,文苑北路与樱花一路交叉口东南50米附近,陕西省,西安市,长安区,108.875723,34.16287601
咿呀游水上乐园,体育休闲服务,休闲场所,水上活动中心,郭杜街办文苑北路融发沁园小区东门口,陕西省,西安市,长安区,108.8746643,34.16534732
中国歌舞剧院,体育休闲服务,影剧院,剧场,樱花一路107号附近,陕西省,西安市,长安区,108.8744664,34.16352669
秋红棋牌室,体育休闲服务,娱乐场所,棋牌室,郭杜街道文苑北路盛世长安小区5号楼下,陕西省,西安市,长安区,108.874893,34.17103976
社区活动棋牌室,体育休闲服务,娱乐场所,棋牌室,郭杜北街47号附近,陕西省,西安市,长安区,108.8743107,34.17103524
小野丽莎,体育休闲服务,娱乐场所,棋牌室,西沣一级公路东150米,陕西省,西安市,长安区,108.8742436,34.17107916
熊孩子儿童乐园,体育休闲服务,休闲场所,游乐场,郭杜街办万科棉花广场17号楼2层,陕西省,西安市,长安区,108.8884587,34.16513724
优游谷儿童游乐园,体育休闲服务,休闲场所,游乐场,郭杜街道樱花二路五号茅坡社区9-b-07商铺,陕西省,西安市,长安区,108.8886115,34.16710869
菲特纳斯健身,体育休闲服务,运动场馆,健身中心,樱花二路茅坡新城南三门三楼,陕西省,西安市,长安区,108.8895373,34.16720297
New force易健身生活馆,体育休闲服务,体育休闲服务场所,体育休闲服务场所,郭杜街办雅居乐国际花园20幢1单元1层10104号房,陕西省,西安市,长安区,108.8836159,34.16516897
