名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_L纬度
多福生鲜超市,购物服务,超级市场,超市,苗山街24号附近,四川省,德阳市,旌阳区,104.3954187,31.15250875
鑫旺超市(汾河店),购物服务,超级市场,超市,苗山街78号附近,四川省,德阳市,旌阳区,104.3955036,31.1533523
丰联超市(汾河路店),购物服务,超级市场,超市,汾河路廉租住房惠民小区228-244号门面,四川省,德阳市,旌阳区,104.3951647,31.15499453
欧尚超市,购物服务,超级市场,超市,汾河路99号,四川省,德阳市,旌阳区,104.3953166,31.15526736
爽口乐店,购物服务,超级市场,超市,黄河西路68号文昌苑3幢营5号,四川省,德阳市,旌阳区,104.3959125,31.14721438
迈德乐生鲜超市,购物服务,超级市场,超市,淮河路与秀水路交汇处,四川省,德阳市,旌阳区,104.397712,31.15091625
丰联(黄河店),购物服务,超级市场,超市,黄河西路南侧12号,四川省,德阳市,旌阳区,104.396584,31.14712632
爱家自选(春天印象店),购物服务,超级市场,超市,旌阳街道汾河路春天印象商铺A2-1-2号,四川省,德阳市,旌阳区,104.3975749,31.15521707
桐裕小超市,购物服务,超级市场,超市,城北街道黄河西路上河苑丁栋,四川省,德阳市,旌阳区,104.3976292,31.14844853
腾鑫超市(观山水店),购物服务,超级市场,超市,淮河路209号,四川省,德阳市,旌阳区,104.4000326,31.15140892
旺家乐超市(天山北路),购物服务,超级市场,超市,天山北路610号,四川省,德阳市,旌阳区,104.4076839,31.1476013
圣地龙商业中心,购物服务,商场,购物中心,庐山北路477号,四川省,德阳市,旌阳区,104.4131754,31.1529422
家乐惠超市,购物服务,超级市场,超市|购物服务,天山北路627号,四川省,德阳市,旌阳区,104.4084377,31.15022823
富江超市(七彩城店),购物服务,超级市场,超市,龙泉山路七彩城1幢第一层1-3号,四川省,德阳市,旌阳区,104.4169352,31.15129664
惠好地生鲜超市,购物服务,超级市场,超市,天山北路675号,四川省,德阳市,旌阳区,104.4088995,31.15271515
杨杨超市,购物服务,超级市场,超市,千山街旁石桥村,四川省,德阳市,旌阳区,104.4204525,31.15217719
万家兴超市(千山街),购物服务,超级市场,超市,东湖乡千山街3段300号,四川省,德阳市,旌阳区,104.419164,31.15192316
芙蓉兴盛便利超市,购物服务,超级市场,超市,千山街与沁河路交叉口东南150米,四川省,德阳市,旌阳区,104.4200803,31.15244871
蜀徽超市,购物服务,超级市场,超市,千山街与洮河路交叉口东北50米,四川省,德阳市,旌阳区,104.418987,31.14968815
爱心超市,购物服务,超级市场,超市,石桥新村千山街三段26号,四川省,德阳市,旌阳区,104.4194021,31.1520493
川百惠购物中心(业石店),购物服务,商场,购物中心,商业街与建黄路交叉口东100米,四川省,绵阳市,三台县,104.7812425,31.14826893
大洋购物中心,购物服务,商场,购物中心,中街与学校街交叉口东北100米,四川省,绵阳市,三台县,104.7802213,31.14759609
双发超市,购物服务,超级市场,超市,建黎路附近,四川省,绵阳市,三台县,104.8724935,31.15544634
萱鑫副食超市,购物服务,超级市场,超市,芦跃路东50米,四川省,绵阳市,三台县,104.9225484,31.14949255
华亿平价超市,购物服务,超级市场,超市,新兴镇彭白路中国石油加油站北100米,四川省,成都市,彭州市,103.8431693,31.1410454
青青超市,购物服务,超级市场,超市,会元街与彭什路交汇处东北100米,四川省,成都市,彭州市,104.0028978,31.14336783
幸福自选超市,购物服务,超级市场,超市,通南中心街西段南泉镇政府西100米,四川省,德阳市,什邡市,104.0865702,31.13897229
富鑫超市,购物服务,超级市场,超市,什南路与通南中心街南段交叉口东北50米,四川省,德阳市,什邡市,104.0877634,31.13952655
精选速购,购物服务,超级市场,超市,什南路,四川省,德阳市,什邡市,104.0877424,31.13915575
南泉镇小曾农资店,购物服务,超级市场,超市,什南路,四川省,德阳市,什邡市,104.0877424,31.13915575
精华超市,购物服务,超级市场,超市,皂角街道物华静苑小区门口,四川省,德阳市,什邡市,104.1578116,31.14445091
亿购购物,购物服务,超级市场,超市,京什东路北段161-38号附近,四川省,德阳市,什邡市,104.1582754,31.14463167
华亿超市,购物服务,超级市场,超市,新夜市对面,四川省,德阳市,什邡市,104.1678228,31.13757213
明慧超市,购物服务,超级市场,超市,什绵路口北郡小区隔壁,四川省,德阳市,什邡市,104.1682374,31.14037045
富丽佳超市,购物服务,超级市场,超市,方亭镇雍城北路北郡小区,四川省,德阳市,什邡市,104.1681262,31.14036725
家福美超市,购物服务,超级市场,超市,金轮镇摇亭街北段146-148号,四川省,德阳市,广汉市,104.2741005,31.13765689
春春超市,购物服务,超级市场,超市,106省道东50米,四川省,德阳市,旌阳区,104.2911079,31.13907213
锦蓉超市,购物服务,超级市场,超市,旌阳街道黄山路309号,四川省,德阳市,旌阳区,104.3777595,31.14129022
鑫绿源超市(上官锦城店),购物服务,超级市场,超市,黄山路一段299号上官锦城1幢第1层1-1.2号,四川省,德阳市,旌阳区,104.3774549,31.14116756
家园超市(新北街店),购物服务,超级市场,超市,华山北路352号,四川省,德阳市,旌阳区,104.385028,31.14056309
惠民蔬菜超市,购物服务,超级市场,超市,华山北路325号附近,四川省,德阳市,旌阳区,104.385833,31.1405796
丰联超市(署前店),购物服务,超级市场,超市,署前街162-170、176-176,四川省,德阳市,旌阳区,104.3874501,31.14050075
家乐购超市(西外街),购物服务,超级市场,超市,西外街大秦标件旁,四川省,德阳市,旌阳区,104.3827053,31.13778107
丰联超市(石刻店),购物服务,超级市场,超市,泰山北路2段175号,四川省,德阳市,旌阳区,104.392137,31.14289653
红旗超市(泰山北路),购物服务,超级市场,超市,区泰山北路二段好风光长廊9号-12号,四川省,德阳市,旌阳区,104.3922199,31.14356415
富江超市(四百三十五分店),购物服务,超级市场,超市,署前街87号一楼,四川省,德阳市,旌阳区,104.3888355,31.14040012
黄氏五金日杂店,购物服务,超级市场,超市,桐花巷34号附近,四川省,德阳市,旌阳区,104.3882083,31.13897716
鑫旺超市(桐花巷),购物服务,超级市场,超市,晏唐坝桐花巷41号,四川省,德阳市,旌阳区,104.3879776,31.1385365
好实惠超市(天山北路),购物服务,超级市场,超市,天山北路351-357号,四川省,德阳市,旌阳区,104.4035764,31.14040792
富江超市(天山北路店),购物服务,超级市场,超市,天山北路447号(近天山北路),四川省,德阳市,旌阳区,104.4046729,31.14221321
日月明超市,购物服务,超级市场,超市,天山北路449号,四川省,德阳市,旌阳区,104.4046629,31.14235813
大众超市,购物服务,超级市场,超市,玉泉路174号附6号香廷小区2号楼,四川省,德阳市,旌阳区,104.4043632,31.13799033
春玲超市,购物服务,超级市场,超市,天山北路与瑞河街交叉口西南100米,四川省,德阳市,旌阳区,104.4059815,31.14307009
信心科联超市,购物服务,超级市场,超市,玉泉路社区,四川省,德阳市,旌阳区,104.4001152,31.1382677
启国超市(玉泉店),购物服务,超级市场,超市,天山北路289号,四川省,德阳市,旌阳区,104.4031347,31.13756233
零元超市,购物服务,超级市场,超市,玉泉路133号,四川省,德阳市,旌阳区,104.4017453,31.1386336
丰联超市(宝山店),购物服务,超级市场,超市,宝山街225-227号,四川省,德阳市,旌阳区,104.4019631,31.13997693
胖胖生活(德阳运营中心),购物服务,超级市场,超市,宝山街110号,四川省,德阳市,旌阳区,104.4000563,31.13695638
丰联超市(香诗美林店),购物服务,超级市场,超市,龙泉山北路454号,四川省,德阳市,旌阳区,104.4152403,31.1419642
万兴超市(龙泉山北路),购物服务,超级市场,超市,龙泉山北路346号北泉小区,四川省,德阳市,旌阳区,104.4146532,31.14168294
豪歌自选超市,购物服务,超级市场,超市,瑞河街148号,四川省,德阳市,旌阳区,104.4129679,31.14264337
富江超市(香诗美林店),购物服务,超级市场,超市,龙泉山路东侧香诗美林1栋1-1号,四川省,德阳市,旌阳区,104.4152973,31.14233604
大众超市(景霞店),购物服务,超级市场,超市,屏山街277号景霞花苑B5栋5号,四川省,德阳市,旌阳区,104.412494,31.13953771
汇鲜乐购,购物服务,超级市场,超市,屏山街311号,四川省,德阳市,旌阳区,104.4130659,31.14325412
丰联超市(桂冠景城店),购物服务,超级市场,超市,玉泉路东段468号,四川省,德阳市,旌阳区,104.4125451,31.13817644
建皓超市烟酒商行,购物服务,超级市场,超市,东湖乡玉泉路484号,四川省,德阳市,旌阳区,104.4135082,31.13810406
港湾超市(香诗美林店),购物服务,超级市场,超市,龙泉山北路297-附31,四川省,德阳市,旌阳区,104.4169497,31.14080605
富江超市(四十三分店),购物服务,超级市场,超市,玉泉路298-304号,四川省,德阳市,旌阳区,104.4103781,31.13806336
惠客多超市,购物服务,超级市场,超市,龙泉山北路252号附近,四川省,德阳市,旌阳区,104.4138413,31.13679495
阳光盛源(永太店),购物服务,超级市场,超市,永太镇驭马街64号,四川省,德阳市,中江县,104.6720435,31.14264315
世纪阳光生活超市,购物服务,超级市场,超市,书院街与F03县道交叉口东北100米,四川省,德阳市,中江县,104.6728328,31.14416985
五姐超市,购物服务,超级市场,超市,芦德路北150米,四川省,德阳市,中江县,104.6739672,31.14387783
王氏聚源糖酒超市,购物服务,超级市场,超市,书院街33号附近,四川省,德阳市,中江县,104.6707267,31.14323237
家佳乐超市(永太中心卫生院南),购物服务,超级市场,超市,芦德路(永太中心卫生院南),四川省,德阳市,中江县,104.6740101,31.14260341
光明超市,购物服务,超级市场,超市,金石镇,四川省,绵阳市,三台县,104.7758567,31.14619107
琼国超市,购物服务,超级市场,超市,商业街与芦德路交叉口南200米,四川省,绵阳市,三台县,104.7767197,31.14603804
三友超市(金石店),购物服务,超级市场,超市,中街与广东街交叉口东50米,四川省,绵阳市,三台县,104.778817,31.14638312
杨三超市,购物服务,超级市场,超市,广东街与湖广街交叉口东50米,四川省,绵阳市,三台县,104.778717,31.1465989
家美福超市,购物服务,超级市场,超市,雨花路与飞虹路交叉口东北50米,四川省,成都市,都江堰市,103.6744323,31.12815149
万顺超市,购物服务,超级市场,超市,万年西街与惠安大道交叉口东50米,四川省,成都市,彭州市,103.9555662,31.13672934
四海超市(广木公路),购物服务,超级市场,超市,皂角开发区蓥峰路31号,四川省,德阳市,什邡市,104.155111,31.13639518
恋家超市(什邡店),购物服务,超级市场,超市,北城香榭3楼,四川省,德阳市,什邡市,104.156694,31.13330966
华亿超市(雍城北路店),购物服务,超级市场,超市,雍城北路38号,四川省,德阳市,什邡市,104.1558877,31.13098541
佳林超市(光明路),购物服务,超级市场,超市,皂角开发区光明路277号,四川省,德阳市,什邡市,104.1513953,31.1366914
永驰超市(兴盛街),购物服务,超级市场,超市,利民路201-203附近,四川省,德阳市,什邡市,104.1572913,31.12993751
北郡便民超市,购物服务,超级市场,超市,园丁巷18号,四川省,德阳市,什邡市,104.1576097,31.1333613
飞哥超市,购物服务,超级市场,超市,雍城北路216-附1号,四川省,德阳市,什邡市,104.1554125,31.13631276
红旗超市(什邡二便利店),购物服务,超级市场,超市,方亭镇利民路69号,四川省,德阳市,什邡市,104.1605153,31.13026427
富家超市,购物服务,超级市场,超市,永正西街与竹园北路交叉口西北100米,四川省,德阳市,什邡市,104.1661589,31.13069559
锦都平价,购物服务,超级市场,超市,方亭小花园街246号,四川省,德阳市,什邡市,104.1645257,31.13244461
小菊超市,购物服务,超级市场,超市,丰收路碧和园3-3号,四川省,德阳市,什邡市,104.1669814,31.13292797
富江超市(万安桥店),购物服务,超级市场,超市,利民路10号,四川省,德阳市,什邡市,104.1640329,31.13117335
宏达商城,购物服务,商场,普通商场,什邡中心部,四川省,德阳市,什邡市,104.1672,31.12865162
红旗超市,购物服务,超级市场,超市,小花园街323号附近,四川省,德阳市,什邡市,104.1644396,31.13170283
利民日杂·劳保经营部,购物服务,超级市场,超市,利民路112号,四川省,德阳市,什邡市,104.1629529,31.1304667
秦佳副食店,购物服务,超级市场,超市,小花园街喜哥米粉旁,四川省,德阳市,什邡市,104.1638093,31.13305595
金脚板泡脚超市,购物服务,超级市场,超市,下鼓楼街24号,四川省,德阳市,什邡市,104.1671998,31.13256057
富江超市(利民路店),购物服务,超级市场,超市,利民路126号体育馆对面,四川省,德阳市,什邡市,104.1609831,31.13029113
喜格玛超市,购物服务,超级市场,超市,上鼓楼街与小花园街交叉口西北100米,四川省,德阳市,什邡市,104.1609929,31.13571131
朝阳文具店,购物服务,超级市场,超市,下鼓楼街80号,四川省,德阳市,什邡市,104.1672409,31.13200394
优橙生活超市(什邡店),购物服务,超级市场,超市,方亭镇菳峰北路48号-什邡商业中心B1层,四川省,德阳市,什邡市,104.1661651,31.12752727
百姓领购网,购物服务,超级市场,超市,明月巷19号,四川省,德阳市,什邡市,104.165065,31.12812089
平维超市,购物服务,超级市场,超市,利民路,四川省,德阳市,什邡市,104.1580356,31.13036165
蓝剑商业广场,购物服务,商场,购物中心,五十米大街,四川省,德阳市,什邡市,104.1724788,31.13346603
红旗超市,购物服务,超级市场,超市,方亭镇亭江东路金穗小区,四川省,德阳市,什邡市,104.1723597,31.13162977
好又多超市(什邡店),购物服务,超级市场,超市,五十米大街与亭江东路交叉口西50米,四川省,德阳市,什邡市,104.1739797,31.13269426
永驰超市(三分店),购物服务,超级市场,超市,金河南路,四川省,德阳市,什邡市,104.1728556,31.1320125
永辉精致超市(什邡天耀中心店),购物服务,超级市场,超市,亭江东路与五十米大街交叉口天耀中心1层,四川省,德阳市,什邡市,104.173646,31.13301446
富江超市(印月花园三小区北),购物服务,超级市场,超市,竹园中路100号,四川省,德阳市,什邡市,104.1741191,31.12844375
红旗连锁超市(通站东路店),购物服务,超级市场,超市,通站路518号,四川省,德阳市,什邡市,104.1746061,31.12770705
