名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
游乐设施,体育休闲服务,休闲场所,游乐场,剑南大道中段998号世豪广场B1,四川省,成都市,武侯区,104.0428762,30.55265998
皮卡射击PK(世豪广场),体育休闲服务,运动场馆,运动场所,高新区剑南大道花荫路口世豪广场4F层C423c,四川省,成都市,武侯区,104.0425441,30.55278468
极速赛车,体育休闲服务,运动场馆,运动场所,剑南大道中段998号世豪广场F5,四川省,成都市,武侯区,104.0426279,30.55270952
小角丫儿童乐园,体育休闲服务,休闲场所,游乐场,天府二街94号附近,四川省,成都市,武侯区,104.0432901,30.55299295
稻草人农场(世豪广场),体育休闲服务,休闲场所,游乐场,高新区剑南大道花荫路口世豪广场3F层C309a,四川省,成都市,武侯区,104.0431086,30.55171578
美航国际健身(世豪广场),体育休闲服务,运动场馆,健身中心,高新区剑南大道花荫路口6层C603,四川省,成都市,武侯区,104.0425312,30.55202097
美吉姆国际儿童教育中心(世豪广场),体育休闲服务,休闲场所,游乐场|科教文化服务,高新区天府二街伊藤洋华堂世豪广场3楼C301许博士,四川省,成都市,武侯区,104.0430288,30.55295954
活动区,体育休闲服务,体育休闲服务场所,体育休闲服务场所,高新区天府二街999号华堂商场F4,四川省,成都市,武侯区,104.0416696,30.55298659
漂流瓶vr极限飞行(世豪广场店),体育休闲服务,休闲场所,游乐场,剑南大道中段998号世豪广场4层,四川省,成都市,武侯区,104.042605,30.55273656
域上瑜伽东方舞(高新世豪广场店),体育休闲服务,运动场馆,健身中心,高新区剑南大道中段1098号(世豪广场写字楼A座15楼10号),四川省,成都市,武侯区,104.0430219,30.55157402
HuiRan瑜伽生活馆(高新世豪广场店),体育休闲服务,运动场馆,健身中心,剑南大道中段998号,四川省,成都市,武侯区,104.0423527,30.55238725
98号网咖,体育休闲服务,娱乐场所,网吧,天府三街1166号3F,四川省,成都市,武侯区,104.0423129,30.54954729
天行健健身(荣华北路),体育休闲服务,运动场馆,健身中心,荣华北路333号都城8层,四川省,成都市,武侯区,104.0413873,30.55423481
Mamasmile,体育休闲服务,休闲场所,游乐场,天府二街999号伊藤洋华堂高新店3层,四川省,成都市,武侯区,104.0412597,30.55331442
大源中央公园篮球场,体育休闲服务,运动场馆,篮球场馆,大源中央公园,四川省,成都市,武侯区,104.0448011,30.55013859
v9恒温游泳健身会馆(建发鹭洲里店),体育休闲服务,体育休闲服务场所,体育休闲服务场所,天府二街999号(麦德龙超市楼上),四川省,成都市,武侯区,104.0408369,30.55352831
7号网咖(天府三街),体育休闲服务,娱乐场所,网吧,天府三街附近,四川省,成都市,武侯区,104.0400025,30.54898277
